Date,Open,High,Low,Close,Volume,daily_return,fast_close,slow_close,crossover_long,crossover_short,crossover_signal,fast_vol,slow_vol,vol_trend_long,vol_trend_short,vol_trend_signal,bollinger_mid_band,bollinger_std,bollinger_upper_band,bollinger_lower_band,bollinger_long,bollinger_short,bollinger_signal,Positive Return
2019-04-29,153.25,157.33,149.0,152.29,40991.15380294,-0.008270382912216823,161.08194857631776,163.94150771095732,0.0,-1.0,-1.0,0.031635453426713006,0.04111560534891248,1.0,0.0,1.0,164.89,7.974563508926044,172.86456350892604,156.91543649107393,1.0,0.0,1.0,0.0
2019-04-30,152.33,161.0,152.29,160.36,33606.43773275,0.05299100400551593,160.98720399052598,163.7562363894316,0.0,-1.0,-1.0,0.03631081977097422,0.0417024280250197,1.0,0.0,1.0,164.031,7.448137810359412,171.47913781035942,156.5828621896406,0.0,0.0,1.0,1.0
2019-05-01,160.31,163.08,156.75,158.55,32353.7992553,-0.011287104015964111,160.6679285958434,163.49159315527046,0.0,-1.0,-1.0,0.034089438277182756,0.04079601231434682,1.0,0.0,1.0,163.714,7.543955684415259,171.25795568441526,156.17004431558473,0.0,0.0,0.0,0.0
2019-05-02,158.22,160.51,154.6,158.81,24532.06601073,0.0016398612425101433,160.4249156489106,163.25754318747835,0.0,-1.0,-1.0,0.03178802592006797,0.03981714888814447,1.0,0.0,1.0,163.4335,7.6202336440212886,171.0537336440213,155.81326635597873,0.0,0.0,0.0,1.0
2019-05-03,158.67,169.0,157.93,164.52,42707.77819489,0.035954914677917005,160.9598223745059,163.31966836846013,0.0,-1.0,-1.0,0.03228852185980789,0.039533886308307155,1.0,0.0,1.0,163.4745,7.623948055133161,171.09844805513316,155.85055194486685,0.0,0.0,0.0,1.0
2019-05-04,164.78,168.87,158.05,161.95,34581.59249803,-0.015621201069778934,161.0890095854484,163.2532729637552,0.0,-1.0,-1.0,0.03088098106580835,0.03883576193361206,1.0,0.0,1.0,163.173,7.555317472169087,170.7283174721691,155.6176825278309,0.0,0.0,0.0,0.0
2019-05-05,161.94,163.52,157.12,161.34,13915.32551227,-0.0037665946279714646,161.12172264048397,163.1618437022759,0.0,-1.0,-1.0,0.02885255717820265,0.03798121812195912,1.0,0.0,1.0,163.21,7.543857033863296,170.7538570338633,155.6661429661367,0.0,0.0,0.0,0.0
2019-05-06,161.35,175.95,157.0,171.2,64032.24253654,0.06111317714144038,162.43412036988556,163.540761803964,0.0,-1.0,-1.0,0.03416057226882466,0.039055718151148354,1.0,0.0,1.0,163.4515,7.725466618508198,171.1769666185082,155.72603338149182,0.0,-1.0,0.0,1.0
2019-05-07,171.2,180.75,165.6,166.23,70730.01471526,-0.029030373831775647,162.9280406769577,163.66589600950513,0.0,-1.0,-1.0,0.034468254978146866,0.03883734419675235,1.0,0.0,1.0,163.43400000000003,7.718400025093847,171.15240002509387,155.71559997490618,0.0,0.0,-1.0,0.0
2019-05-08,166.23,171.8,163.5,169.51,41452.22994429,0.01973169704626132,163.78391198641012,163.93448208002735,0.0,-1.0,-1.0,0.03262444014812934,0.03814090802735343,1.0,0.0,1.0,163.20750000000004,7.452674458135661,170.6601744581357,155.75482554186436,0.0,0.0,0.0,1.0
2019-05-09,169.42,173.35,165.3,169.96,42903.61367397,0.002654710636540658,164.58653836007502,164.20815042733855,1.0,0.0,-1.0,0.03044831610775053,0.03733321991468436,1.0,0.0,1.0,163.02950000000004,7.232673288261897,170.26217328826195,155.79682671173813,0.0,0.0,0.0,1.0
2019-05-10,170.09,176.5,167.61,172.09,59366.8995901,0.012532360555424837,165.5611715688209,164.56211100353417,1.0,0.0,1.0,0.02850743115339868,0.036590191585603546,1.0,0.0,1.0,162.94650000000004,7.111685916781456,170.0581859167815,155.8348140832186,0.0,-1.0,0.0,1.0
2019-05-11,171.93,206.87,171.89,192.3,157832.01351401,0.11743854959614164,169.0327751267044,165.7944090028116,1.0,0.0,1.0,0.046969335682586974,0.042305640335129555,0.0,-1.0,1.0,164.06650000000005,9.59477449612961,173.66127449612966,154.47172550387043,0.0,-1.0,-1.0,1.0
2019-05-12,192.3,203.98,182.16,188.17,109896.39221777,-0.02147685907436314,171.51647901860719,166.77828299797494,1.0,0.0,1.0,0.0462215671080805,0.04188662057375383,0.0,-1.0,-1.0,164.89700000000005,10.906699582801107,175.80369958280116,153.99030041719894,0.0,-1.0,-1.0,0.0
2019-05-13,187.8,209.05,185.52,195.8,111071.71996897,0.04054844024020854,174.66703556662435,168.04187423597165,1.0,0.0,1.0,0.0440051244164515,0.04154438083849379,0.0,-1.0,-1.0,166.16150000000007,12.879351599811965,179.04085159981204,153.2821484001881,0.0,-1.0,-1.0,1.0
2019-05-14,195.99,221.0,194.98,217.0,127322.52365775,0.10827374872318685,180.1577379947099,170.15347766744424,1.0,0.0,1.0,0.05158933151696132,0.045096475568463475,0.0,-1.0,-1.0,168.72550000000007,17.174878372357195,185.90037837235727,151.55062162764287,0.0,-1.0,-1.0,1.0
2019-05-15,217.3,250.0,217.21,249.21,156804.45618626,0.14843317972350234,189.1117388489689,173.53261015585528,1.0,0.0,1.0,0.06333713214296711,0.051460467086089624,0.0,-1.0,-1.0,173.58150000000006,24.42383720768233,198.0053372076824,149.15766279231772,0.0,-1.0,-1.0,1.0
2019-05-16,249.07,280.0,241.01,264.73,264887.02602296,0.06227679467116087,198.91499085429152,177.39714026349273,1.0,0.0,1.0,0.0593736276068474,0.051177374809383294,0.0,-1.0,-1.0,179.16550000000007,31.285475102168746,210.4509751021688,147.88002489783133,0.0,-1.0,-1.0,1.0
2019-05-17,264.69,270.25,222.78,244.44,173804.26145394,-0.07664412797945086,204.81578129616167,180.2146925132383,1.0,0.0,1.0,0.0703084071668578,0.053526463262650474,0.0,-1.0,-1.0,183.60100000000006,33.961977640637436,217.56297764063748,149.63902235936263,0.0,-1.0,-1.0,0.0
2019-05-18,244.34,248.7,230.79,234.01,68140.92524481,-0.042668957617411296,208.59920061037403,182.45764194539856,1.0,0.0,1.0,0.07050507991275326,0.05371196483624629,0.0,-1.0,-1.0,187.6235000000001,34.96607231905024,222.58957231905032,152.65742768094987,0.0,-1.0,-1.0,0.0
2019-05-19,234.01,264.96,232.01,261.18,90454.7508358,0.11610614930985852,215.4124089966153,185.71504791983068,1.0,0.0,1.0,0.07349010390391732,0.05617324505835634,0.0,-1.0,-1.0,193.06800000000007,37.556377915145944,230.624377915146,155.51162208485414,0.0,-1.0,-1.0,1.0
2019-05-20,261.15,261.15,239.0,252.3,82280.15887445,-0.03399954054674936,220.19154984578665,188.45022026816835,1.0,0.0,1.0,0.07255351059562479,0.05600013111581464,0.0,-1.0,-1.0,197.66500000000008,38.943357855385685,236.60835785538575,158.7216421446144,0.0,-1.0,-1.0,0.0
2019-05-21,252.41,264.45,247.81,255.0,74201.15499354,0.010701545778834642,224.70082140453673,191.16490628426556,1.0,0.0,1.0,0.06788128268172183,0.05497876281631663,0.0,-1.0,-1.0,202.48750000000004,39.806972527964284,242.29447252796433,162.68052747203575,0.0,-1.0,-1.0,1.0
2019-05-22,254.62,261.74,240.0,243.2,65879.61444054,-0.04627450980392156,227.09707353681947,193.27332623243746,1.0,0.0,1.0,0.06782113297516135,0.05522212722370948,0.0,-1.0,-1.0,206.70700000000002,39.40411828597024,246.11111828597026,167.30288171402978,0.0,0.0,-1.0,0.0
2019-05-23,242.89,248.69,231.23,245.67,53749.51896255,0.010156250000000089,229.50267767960116,195.38277949265384,1.0,0.0,1.0,0.06329317022878338,0.05422792528096979,0.0,-1.0,-1.0,210.7645,39.007497589026286,249.77199758902628,171.7570024109737,0.0,0.0,0.0,1.0
2019-05-24,245.6,256.29,242.42,249.68,42502.69181918,0.016322709325518048,232.11589667400645,197.55528738227895,1.0,0.0,1.0,0.05905802113434921,0.05325898016652885,0.0,-1.0,-1.0,215.151,38.15263361262161,253.3036336126216,176.9983663873784,0.0,0.0,0.0,1.0
2019-05-25,249.5,258.92,248.38,252.05,28022.38111275,0.009492149951938478,234.69745247175607,199.72280539520895,1.0,0.0,1.0,0.05512489491116957,0.05231787422912225,0.0,-1.0,-1.0,219.68650000000002,36.78625519559969,256.4727551955997,182.90024480440033,0.0,0.0,0.0,1.0
2019-05-26,252.27,271.0,245.96,268.26,60204.85399465,0.06431263638167017,239.04371366885374,202.43338023545144,1.0,0.0,1.0,0.05437893665644655,0.052251215434235596,0.0,-1.0,-1.0,224.53950000000003,36.453831576103795,260.99333157610386,188.08566842389624,0.0,-1.0,0.0,1.0
2019-05-27,268.72,279.5,264.09,271.1,48817.99948753,0.010586744203384901,243.1947191049025,205.13425860523822,1.0,0.0,1.0,0.05084457900170487,0.05134389652308411,1.0,0.0,-1.0,229.78300000000007,35.1438782720404,264.9268782720405,194.63912172795966,0.0,-1.0,-1.0,1.0
2019-05-28,271.37,276.7,264.29,271.67,37193.44927964,0.0021025451862781708,246.88186221367738,207.73760427146019,1.0,0.0,1.0,0.04779733963786197,0.05050774269464786,1.0,0.0,1.0,234.89100000000008,33.29817790178526,268.18917790178534,201.5928220982148,0.0,-1.0,-1.0,1.0
2019-05-29,271.18,274.28,257.39,269.5,36424.98128814,-0.00798763205359454,249.81048240457127,210.14200876621507,1.0,0.0,1.0,0.045417306572296784,0.0498080316414773,1.0,0.0,1.0,239.86800000000008,30.394720732736538,270.2627207327366,209.47327926726354,0.0,0.0,-1.0,0.0
2019-05-30,269.5,288.9,239.15,254.49,104918.33823345,-0.05569573283858997,250.4163720951763,211.8601113673541,1.0,0.0,1.0,0.048743607887966924,0.050569661888133624,1.0,0.0,1.0,243.98800000000006,25.98926855453979,269.9772685545398,217.99873144546027,0.0,0.0,0.0,0.0
2019-05-31,254.49,268.69,243.13,267.56,64202.01650985,0.05135761719517462,252.63601575785438,214.00795519685892,1.0,0.0,1.0,0.04830579958968842,0.05023609738212502,1.0,0.0,1.0,247.75100000000006,23.434327025922567,271.1853270259226,224.3166729740775,0.0,0.0,0.0,1.0
2019-06-01,267.48,275.0,260.01,264.86,35116.8105643,-0.010091194498430212,254.2186585528934,215.96008191275405,1.0,0.0,1.0,0.04564298742361864,0.04956078490598686,1.0,0.0,1.0,251.58550000000005,19.033129696731976,270.618629696732,232.55237030326808,0.0,0.0,0.0,0.0
2019-06-02,264.52,273.84,263.72,269.27,20632.5281414,0.0166503058219436,256.16731946992616,217.99775007312402,1.0,0.0,1.0,0.042693522849561905,0.048735343702174444,1.0,0.0,1.0,255.25900000000007,14.167732017733261,269.42673201773334,241.0912679822668,0.0,0.0,0.0,1.0
2019-06-03,269.27,270.1,246.1,249.83,84727.78438724,-0.07219519441452804,255.34685688020699,219.20943617684412,1.0,0.0,1.0,0.04885071994664457,0.05027626641261277,1.0,0.0,1.0,256.9005000000001,11.063454526169465,267.9639545261696,245.8370454738306,0.0,0.0,0.0,0.0
2019-06-04,249.6,251.49,233.44,241.13,170595.48637977,-0.03482368010246972,253.50629717206738,220.04051140878508,1.0,0.0,1.0,0.04703488350266018,0.05007638918038069,1.0,0.0,1.0,256.4965000000001,11.498057169983051,267.9945571699831,244.99844283001704,1.0,0.0,0.0,0.0
2019-06-05,241.13,249.33,237.35,245.88,82192.27012018,0.019698917596317367,252.51898596087463,221.01640840717133,1.0,0.0,1.0,0.044770815234983045,0.049294621089623986,1.0,0.0,1.0,255.5540000000001,11.560036605295757,267.11403660529584,243.99396339470434,0.0,0.0,1.0,1.0
2019-06-06,245.94,251.62,235.22,249.29,71799.71944486,0.013868553766064773,252.10096188097208,222.0802951542694,1.0,0.0,1.0,0.04215766752943339,0.04849528809115796,1.0,0.0,1.0,255.7965000000001,11.36382778125811,267.1603277812582,244.43267221874197,0.0,0.0,0.0,1.0
2019-06-07,249.59,255.0,244.51,249.5,71269.38525333,0.0008423923944000933,251.76424522305592,223.10838685850544,1.0,0.0,1.0,0.039336445997244236,0.0477227973124609,1.0,0.0,1.0,256.5710000000001,10.276678707790081,266.8476787077902,246.29432129221001,0.0,0.0,0.0,1.0
2019-06-08,249.5,250.76,241.7,244.48,47646.81103134,-0.02012024048096195,250.8212462260273,223.9069676999408,1.0,0.0,1.0,0.03735056114166494,0.0472180822979488,1.0,0.0,1.0,255.73600000000005,10.557106062792062,266.2931060627921,245.178893937208,1.0,0.0,0.0,0.0
2019-06-09,244.04,245.0,226.56,231.25,72835.23425099,-0.05411485602094235,248.2876248045541,224.18044735012657,1.0,0.0,1.0,0.03916006362382734,0.04771827190695454,1.0,0.0,1.0,254.68350000000004,11.883647001346853,266.5671470013469,242.7998529986532,1.0,0.0,1.0,0.0
2019-06-10,231.21,248.24,227.39,247.82,68465.65005403,0.071654054054054,248.2270882368364,225.0580745478361,1.0,0.0,1.0,0.04616245972442441,0.048393777298098704,1.0,0.0,1.0,254.32450000000003,11.981630885826814,266.30613088582686,242.34286911417323,0.0,0.0,1.0,1.0
2019-06-11,247.74,249.0,237.55,245.17,65442.29965872,-0.010693245097248005,247.8313339503168,225.80245819135473,1.0,0.0,1.0,0.043264952712476115,0.04772686207247871,1.0,0.0,1.0,254.42300000000006,11.893134729086315,266.3161347290864,242.52986527091375,0.0,0.0,0.0,0.0
2019-06-12,245.46,263.68,243.21,262.5,95109.4060323,0.07068564669413058,249.73025107511924,227.1567166697879,1.0,0.0,1.0,0.04735264573951471,0.04829195226941405,1.0,0.0,1.0,255.26450000000006,11.836488844158268,267.10098884415834,243.42801115584177,0.0,0.0,0.0,1.0
2019-06-13,262.51,264.42,254.27,255.15,61234.27294143,-0.028000000000000025,250.43185593180255,228.1868346418134,1.0,0.0,1.0,0.04599533452215324,0.04796719342026183,1.0,0.0,1.0,255.538,11.763631107871992,267.301631107872,243.77436889212802,0.0,0.0,0.0,0.0
2019-06-14,255.14,266.18,252.0,263.83,84913.82807515,0.03401920438957462,252.1662842130287,229.4948811307859,1.0,0.0,1.0,0.044168158576400926,0.04743295808766649,1.0,0.0,1.0,256.127,11.874186997099782,268.0011869970998,244.25281300290024,0.0,0.0,0.0,1.0
2019-06-15,263.89,274.0,261.76,269.44,53301.09648359,0.021263692529280176,254.40240870852088,230.95695022292279,1.0,0.0,1.0,0.04147239491403036,0.04673863802499889,1.0,0.0,1.0,256.186,11.940392923094407,268.1263929230944,244.24560707690557,0.0,-1.0,0.0,1.0
2019-06-16,269.32,278.8,263.11,268.58,82865.24390081,-0.0031918052256532103,256.23772686748686,232.33054051697067,1.0,0.0,1.0,0.038950824553163316,0.04605471313585905,1.0,0.0,1.0,256.05999999999995,11.787042394979364,267.8470423949793,244.2729576050206,0.0,-1.0,-1.0,0.0
2019-06-17,268.6,275.74,267.2,273.74,56187.61169289,0.019212152803633975,258.50342597812636,233.83868156997426,1.0,0.0,1.0,0.03655270816616647,0.045372700936963696,1.0,0.0,1.0,256.16349999999994,11.939428389296788,268.1029283892967,244.22407161070316,0.0,-1.0,-1.0,1.0
2019-06-18,273.74,274.14,260.97,264.65,61247.86848591,-0.03320669248191721,259.29910866407084,234.95819796079263,1.0,0.0,1.0,0.037189789281827354,0.0452660601044151,1.0,0.0,1.0,255.9209999999999,11.701172635792528,267.6221726357924,244.2198273642074,0.0,0.0,-1.0,0.0
2019-06-19,264.66,270.0,263.6,268.91,37463.93221811,0.01609673153221247,260.543249660335,236.1890274077078,1.0,0.0,1.0,0.03495792736615349,0.04458801003516711,1.0,0.0,1.0,256.64199999999994,12.047495743273734,268.68949574327365,244.5945042567262,0.0,-1.0,0.0,1.0
2019-06-20,268.9,274.2,266.51,271.99,40588.11275971,0.011453646201331269,262.02504217934273,237.48405917235633,1.0,0.0,1.0,0.03268309915163771,0.043902943790792986,1.0,0.0,1.0,256.8634999999999,12.29693597908326,269.16043597908316,244.56656402091662,0.0,-1.0,-1.0,1.0
2019-06-21,271.97,296.59,271.97,296.08,117214.37281864,0.0885694326997315,266.4334816661661,239.5991936473001,1.0,0.0,1.0,0.04183711774120398,0.04542737589602068,1.0,0.0,1.0,258.4244999999999,15.040880249646237,273.46538024964616,243.38361975035366,0.0,-1.0,-1.0,1.0
2019-06-22,296.01,314.56,293.52,308.54,116845.32653578,0.042083220751148565,271.8841945153972,242.08269652539653,1.0,0.0,1.0,0.040006291473240835,0.04506330329012229,1.0,0.0,1.0,260.3879999999999,18.65922280775545,279.04722280775536,241.72877719224448,0.0,-1.0,-1.0,1.0
2019-06-23,308.37,318.2,301.0,305.99,72649.75142758,-0.008264730667012388,276.29920550757174,244.38037050348,1.0,0.0,1.0,0.038615783531908296,0.04450370198084499,1.0,0.0,1.0,263.1959999999999,21.058238892726646,284.25423889272656,242.13776110727326,0.0,-1.0,-1.0,0.0
2019-06-24,305.97,313.09,295.0,310.44,62913.04696389,0.014542958920226168,280.71874147679716,246.75094820781442,1.0,0.0,1.0,0.0360361156234055,0.043829066298320146,1.0,0.0,1.0,266.6614999999999,22.861634668956388,289.5231346689563,243.7998653310435,0.0,-1.0,-1.0,1.0
2019-06-25,310.75,317.8,305.48,316.88,72350.65082731,0.020744749387965555,285.39982308914216,249.2629825481771,1.0,0.0,1.0,0.03365947926360658,0.043195081621813416,1.0,0.0,1.0,270.2114999999999,24.887546510569805,295.0990465105697,245.3239534894301,0.0,-1.0,-1.0,1.0
2019-06-26,316.84,363.29,314.45,334.51,223195.75749449,0.05563620297904559,291.7571398263818,252.3111907767378,1.0,0.0,1.0,0.034186787010435725,0.04322055082078147,1.0,0.0,1.0,274.4724999999999,28.19282754531699,302.6653275453169,246.27967245468292,0.0,-1.0,-1.0,1.0
2019-06-27,334.48,343.25,274.34,293.68,233905.78143136,-0.1220591312666287,292.0060540834434,253.7879290160404,1.0,0.0,1.0,0.05936806975989134,0.048450526500402574,0.0,-1.0,1.0,276.6814999999999,27.862050832250866,304.5435508322508,248.81944916774904,0.0,0.0,-1.0,0.0
2019-06-28,293.55,312.74,289.88,309.79,84979.95769148,0.05485562517025344,294.30818464664503,255.78376967036814,1.0,0.0,1.0,0.05823385782412499,0.048377202151446,0.0,-1.0,-1.0,279.94699999999995,27.716183776953812,307.66318377695376,252.23081622304613,0.0,-1.0,0.0,1.0
2019-06-29,309.43,323.96,291.0,317.0,104992.57178026,0.023273830659478856,297.2456371168725,257.96200538198934,1.0,0.0,1.0,0.054533011392532776,0.0477039611107868,0.0,-1.0,-1.0,284.2344999999999,26.387221683191214,310.62172168319114,257.8472783168087,0.0,-1.0,-1.0,1.0
2019-06-30,317.01,323.23,286.0,289.5,84055.25175695,-0.08675078864353314,296.24296585645817,259.08250879181844,1.0,0.0,1.0,0.06132479352256169,0.04984128061025708,0.0,-1.0,-1.0,286.3185,24.967634264973025,311.286134264973,261.35086573502696,0.0,0.0,-1.0,0.0
2019-07-01,289.88,301.76,278.85,293.51,99326.46106773,0.013851468048359239,295.88918407542434,260.30388288224174,1.0,0.0,1.0,0.057454204947152934,0.04910707231365139,0.0,-1.0,-1.0,288.73549999999994,23.039957619432457,311.7754576194324,265.6955423805675,0.0,0.0,0.0,1.0
2019-07-02,293.55,295.99,271.6,291.24,97796.24306384,-0.007733978399373065,295.2873484971253,261.3998458723492,1.0,0.0,1.0,0.053689444356917915,0.04844446417490105,0.0,-1.0,-1.0,290.17249999999996,22.198417410398786,312.37091741039876,267.97408258960115,0.0,0.0,0.0,0.0
2019-07-03,291.24,303.41,288.99,302.1,46720.30830825,0.037288833951380385,296.1692440787146,262.8397534196424,1.0,0.0,1.0,0.05177129769670699,0.04799830580271552,0.0,-1.0,-1.0,292.52,20.73402949133014,313.25402949133013,271.78597050866983,0.0,0.0,0.0,1.0
2019-07-04,302.1,303.79,280.0,282.57,37822.8201875,-0.06464746772591867,294.408826670053,263.53686203435535,1.0,0.0,1.0,0.05397803547890081,0.04888172686170656,0.0,-1.0,-1.0,293.457,19.770294862428017,313.22729486242804,273.68670513757195,0.0,0.0,0.0,0.0
2019-07-05,282.67,294.99,280.21,287.6,42955.96432217,0.017800898892309958,293.52742661893654,264.38598332162945,1.0,0.0,1.0,0.05095103123065504,0.04819881036981353,0.0,-1.0,-1.0,294.365,19.011666086074623,313.37666608607464,275.3533339139254,0.0,0.0,0.0,1.0
2019-07-06,287.41,297.88,285.48,287.65,22427.64826858,0.00017385257301794077,292.7665960964323,265.20590262588985,1.0,0.0,1.0,0.047542579147677275,0.047496362838270044,0.0,-1.0,-1.0,295.3185,18.107089706287905,313.4255897062879,277.21141029371205,0.0,0.0,0.0,1.0
2019-07-07,287.11,310.97,284.12,306.47,34078.66004013,0.06542673387797682,294.54049595595393,266.6585038632215,1.0,0.0,1.0,0.050065719993232866,0.04786864331841286,0.0,-1.0,-1.0,296.95500000000004,17.523861776986408,314.47886177698643,279.43113822301365,0.0,0.0,0.0,1.0
2019-07-08,306.16,315.0,302.51,313.67,49502.17100442,0.023493327242470663,297.0168018404695,268.31154555731604,1.0,0.0,1.0,0.04704955856068134,0.047237609605127906,1.0,0.0,-1.0,299.40600000000006,16.141250000508766,315.5472500005088,283.2647499994913,0.0,0.0,0.0,1.0
2019-07-09,313.57,318.61,302.39,307.95,47355.42623708,-0.018235725443938033,298.4320993586033,269.7038028275197,1.0,0.0,1.0,0.044942448296425914,0.04675913106362121,1.0,0.0,1.0,301.35800000000006,14.540409970328867,315.89840997032894,286.8175900296712,0.0,0.0,0.0,0.0
2019-07-10,307.9,314.73,281.63,288.46,94063.94724615,-0.06328949504789738,297.14121578089095,270.3618959651524,1.0,0.0,1.0,0.04834464089624269,0.04760868855183821,0.0,-1.0,1.0,302.1815,13.193624566831582,315.37512456683163,288.9878754331684,1.0,0.0,0.0,0.0
2019-07-11,288.46,288.46,262.09,268.49,92385.88473058,-0.06922970255841354,293.43232970357786,270.29628442833643,1.0,0.0,1.0,0.050637844465233124,0.04858458309350735,0.0,-1.0,-1.0,300.802,15.160876450153477,315.9628764501535,285.64112354984655,1.0,0.0,1.0,0.0
2019-07-12,268.49,279.02,266.33,275.48,37677.42976303,0.026034489180230214,291.1084094630186,270.47779885702107,1.0,0.0,1.0,0.04903315676957363,0.04802788623743686,0.0,-1.0,-1.0,299.149,16.049053390677564,315.19805339067756,283.09994660932244,1.0,0.0,1.0,1.0
2019-07-13,275.46,275.83,260.4,269.18,48565.50521838,-0.022869173805720955,288.26978785665864,270.4323980198454,1.0,0.0,1.0,0.04609091936297475,0.047542440623973274,1.0,0.0,-1.0,297.30850000000004,17.286232816897325,314.59473281689736,280.0222671831027,1.0,0.0,1.0,0.0
2019-07-14,269.35,269.99,229.18,237.11,106578.61528746,-0.11913960918344602,281.6471793876077,269.26775275465076,1.0,0.0,1.0,0.05763489047443855,0.05120011454179143,0.0,-1.0,1.0,293.64200000000005,21.594372707526336,315.2363727075264,272.0476272924737,1.0,0.0,1.0,0.0
2019-07-15,236.16,236.16,212.5,228.13,123739.82762085,-0.03787271730420483,274.71940815837837,267.83122881865694,1.0,0.0,1.0,0.054019173932163024,0.050849641451036987,0.0,-1.0,-1.0,289.20450000000005,25.358493952249948,314.56299395225,263.8460060477501,1.0,0.0,1.0,0.0
2019-07-16,228.19,234.57,190.41,198.67,188369.25365139,-0.1291368956296849,264.87485201356304,265.4181954270369,0.0,-1.0,1.0,0.0620659496569946,0.05453965314639437,0.0,-1.0,-1.0,282.4125,30.296163709722407,312.70866370972243,252.11633629027762,1.0,0.0,1.0,0.0
2019-07-17,198.9,219.8,192.58,211.5,134743.01537928,0.06457945336487647,257.96550559398474,263.53854421471107,0.0,-1.0,-1.0,0.06812049748073239,0.05501659113341811,0.0,-1.0,-1.0,278.30350000000004,34.030359243815596,312.33385924381565,244.27314075618443,1.0,0.0,1.0,1.0
2019-07-18,211.49,230.15,206.4,226.3,120787.72249762,0.06997635933806157,253.86642275460247,262.2413995754319,0.0,-1.0,-1.0,0.07166446141440846,0.055598817365972504,0.0,-1.0,-1.0,274.129,35.06961271228217,309.19861271228217,239.05938728771784,1.0,0.0,1.0,1.0
2019-07-19,226.49,226.97,213.12,221.45,59989.77206804,-0.021431727794962496,249.67013421810202,260.82158979961963,0.0,-1.0,-1.0,0.06693186145805177,0.05490132788782857,0.0,-1.0,-1.0,269.35150000000004,35.42846109452552,304.77996109452556,233.92303890547453,1.0,0.0,1.0,0.0
2019-07-20,221.77,236.31,220.5,228.87,51817.69528935,0.033506434861142464,246.9775680736907,259.71028932677643,0.0,-1.0,-1.0,0.06459723081264222,0.05442897251612557,0.0,-1.0,-1.0,266.32000000000005,36.19925210044502,302.5192521004451,230.12074789955503,1.0,0.0,1.0,1.0
